product_id,sku,category_code,brand_code,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count
2000000040462,BTNQ-BPC-0034E,bpc,btnq,Pink,One-Size,Glass,326g,"30,2",6.9,7.0,49
2000000040479,STCR-HNK-0034F,hnk,stcr,Pink,One-Size,Wood,966g,"11,9",5.7,7.8,2
2000000040486,HMNS-HNK-0034G,hnk,hmns,Black,One-Size,Plastic,67g,"29,6",7.8,9.0,42
2000000040493,VOLT-CE-0034H,ce,volt,Navy,One-Size,Polyester,599g,"23,6",16.0,8.8,2
2000000040509,CKMT-HNK-0034I,hnk,ckmt,Yellow,One-Size,Polyester,362g,"32,1",21.1,12.8,5
2000000040516,PGTR-BKS-0034J,bks,pgtr,,One-Size,Paper,383g,"18,8",3.3,4.8,1
2000000040523,CBLT-APP-0034K,app,cblt,Gray,XXL,Paper,163g,"35,6",19.2,6.5,0
2000000040530,FRMJ-GRC-0034L,grcy,frmj,Black,One-Size,Polyester,300g,"10,7",9.3,7.1,3
2000000040547,SLKE-BPC-0034M,bpc,slke,Red,One-Size,Ruber,238g,"12,3",6.8,8.3,0
2000000040554,AQPR-HNK-0034N,hnk,aqpr,Silver,One-Size,Coton,200g,"32,3",21.9,7.3,3
2000000040561,PHTX-CE-0034O,ce,phtx,White,One-Size,Alumium,264g,"20,8",11.7,11.4,0
2000000040578,NOVW-CE-0034P,ce,novw,Purple,One-Size,Polyester,76g,"26,9",12.6,9.3,1
2000000040585,FRFL-GRC-0034Q,grcy,frfl,Navy,One-Size,Steel,315g,"20,5",10.8,7.4,0
2000000040592,CKMT-HNK-0034R,hnk,ckmt,Silver,One-Size,Steel,187g,"4,7",10.0,7.7,4
2000000040608,ABLF-APP-0034S,app,ablf,Yellow,One-Size,Steel,737g,"25,7",9.1,12.3,3
2000000040615,MOSA-APP-0034T,app,mosa,Beige,XXL,Polyester,708g,"35,5",11.0,12.6,54
2000000040622,SLKE-BPC-0034U,bpc,slke,Green,One-Size,Polyester,236g,"7,5",14.7,7.6,0
2000000040639,FRFL-GRC-0034V,grcy,frfl,White,One-Size,Paper,170g,"15,7",11.0,9.8,14
2000000040646,PHTX-CE-0034W,ce,phtx,Gray,One-Size,Glass,73g,"21,8",7.0,7.8,0
2000000040653,COTC-APP-0034X,app,cotc,Silver,XL,Alumium,95g,"23,4",12.6,3.2,0
2000000040660,AQPR-HNK-0034Y,hnk,aqpr,Silver,One-Size,Wood,189g,"11,9",8.4,11.3,0
2000000040677,BYTM-CE-0034Z,ce,bytm,Pink,One-Size,Coton,303g,"15,1",14.1,9.5,1
2000000040684,CSNV-HNK-00350,hnk,csnv,Navy,One-Size,Plastic,458g,"21,2",19.6,9.1,1
2000000040691,ZNTH-CE-00351,ce,znth,Red,One-Size,Steel,231g,"9,6",17.5,7.0,1
2000000040707,RDMR-BKS-00352,bks,rdmr,,One-Size,Coton,891g,"27,9",12.3,3.4,15
2000000040714,ZNTH-CE-00353,ce,znth,Blue,One-Size,Coton,213g,"3,0",17.6,8.5,-7
2000000040721,DLHV-GRC-00354,grcy,dlhv,Gray,One-Size,Paper,150g,"33,5",16.6,9.4,254
2000000040738,HMNS-HNK-00355,hnk,hmns,Black,One-Size,Paper,166g,"16,3",13.2,8.8,1
2000000040745,ARFT-SPT-00356,spt,arft,Beige,L,Polyester,179g,"15,5",14.1,8.3,0
2000000040752,DLHV-GRC-00357,grcy,dlhv,Beige,One-Size,Paper,171g,"19,7",15.5,6.0,0
2000000040769,HMNS-HNK-00358,hnk,hmns,Beige,One-Size,Paper,216g,"22,4",14.9,12.5,2
2000000040776,GLOW-BPC-00359,bpc,glow,Silver,One-Size,Leather,318g,"30,3",8.7,9.6,0
2000000040783,FTFX-APP-0035A,app,ftfx,Silver,L,Glass,115g,"20,5",14.1,13.3,2
2000000040790,AQPR-HNK-0035B,hnk,aqpr,Blue,One-Size,Wood,164g,"11,6",9.7,15.9,2
2000000040806,TRBZ-SPT-0035C,spt,trbz,Black,M,Polyester,464g,"25,1",14.4,15.7,29
2000000040813,GLOW-BPC-0035D,bpc,glow,Gray,One-Size,Leather,302g,"30,9",5.6,5.0,1
2000000040820,PLCB-TOY-0035E,toy,plcb,Blue,One-Size,Paper,166g,"31,0",19.5,7.5,1
2000000040837,HPFN-TOY-0035F,toy,hpfn,Pink,One-Size,Leather,215g,"6,7",17.8,8.3,1
2000000040844,HRBC-BPC-0035G,bpc,hrbc,Purple,One-Size,Paper,368g,"27,7",12.6,7.6,0
2000000040851,BTNQ-BPC-0035H,bpc,btnq,Beige,One-Size,Polyester,162g,"31,3",9.6,10.2,8
2000000040868,WRMH-HNK-0035I,hnk,wrmh,Purple,One-Size,Coton,244g,"21,3",8.5,11.1,0
2000000040875,PGTR-BKS-0035J,bks,pgtr,,One-Size,Steel,1520g,"28,0",12.6,1.0,-5
2000000040882,PRLV-HNK-0035K,hnk,prlv,Blue,One-Size,Plastic,806g,"18,7",9.2,12.5,1
2000000040899,DLHV-GRC-0035L,grcy,dlhv,Beige,One-Size,Plastic,165g,"8,6",8.8,8.0,0
2000000040905,ACME-CE-0035M,ce,acme,White,One-Size,Coton,418g,"23,6",9.5,5.2,0
2000000040912,SLKE-BPC-0035N,bpc,slke,Yellow,One-Size,Paper,191g,"25,4",13.2,8.0,3
2000000040929,RDMR-BKS-0035O,bks,rdmr,,One-Size,Wood,197g,"13,1",10.3,11.9,1
2000000040936,RDMR-BKS-0035P,bks,rdmr,,One-Size,Leather,168g,"18,4",18.2,1.2,1
2000000040943,FTFX-APP-0035Q,app,ftfx,Red,L,Steel,649g,"34,8",3.5,8.2,0
2000000040950,QLHS-BKS-0035R,bks,qlhs,,One-Size,Polyester,409g,"24,5",11.6,8.6,2
2000000040967,QLHS-BKS-0035S,bks,qlhs,,One-Size,Wood,259g,"9,4",11.0,8.4,0
2000000040974,CKMT-HNK-0035T,hnk,ckmt,Pink,One-Size,Coton,153g,"13,7",9.7,7.2,0
2000000040981,CKMT-HNK-0035U,hnk,ckmt,Black,One-Size,Alumium,79g,"21,2",4.8,15.4,8
2000000040998,TNGR-TOY-0035V,toy,tngr,Silver,One-Size,Polyester,150g,"16,2",5.1,10.3,0
2000000041001,FTFX-APP-0035W,app,ftfx,White,L,Steel,689g,"14,9",12.0,12.9,4
2000000041018,BLIN-BKS-0035X,bks,blin,,One-Size,Ruber,417g,"12,4",10.6,12.9,5
2000000041025,CKMT-HNK-0035Y,hnk,ckmt,Beige,One-Size,Glass,304g,"17,9",13.6,5.9,2
2000000041032,DLHV-GRC-0035Z,grcy,dlhv,Purple,One-Size,Coton,101g,"4,3",13.4,13.5,0
2000000041049,SKYL-CE-00360,ce,skyl,Beige,One-Size,Coton,450g,"30,3",15.1,7.0,0
2000000041056,COTC-APP-00361,app,cotc,Pink,XS,Wood,309g,"22,2",2.1,8.8,0
2000000041063,HRBC-BPC-00362,bpc,hrbc,Black,One-Size,Leather,414g,"23,5",13.2,13.9,0
2000000041070,FTFX-APP-00363,app,ftfx,White,XS,Plastic,148g,"18,6",6.8,6.3,4
2000000041087,CSNV-HNK-00364,hnk,csnv,Red,One-Size,Alumium,301g,"8,7",17.5,8.3,-1
2000000041094,NOVW-CE-00365,ce,novw,Beige,One-Size,Alumium,248g,"5,3",10.2,7.2,16
2000000041100,VOLT-CE-00366,ce,volt,Gray,One-Size,Glass,130g,"28,4",16.8,5.6,0
2000000041117,PKPR-SPT-00367,spt,pkpr,Green,XXL,Wood,555g,"11,1",21.7,5.6,2
2000000041124,CSNV-HNK-00368,hnk,csnv,Black,One-Size,Alumium,369g,"14,2",11.3,4.3,0
2000000041131,PRLV-HNK-00369,hnk,prlv,Silver,One-Size,Alumium,320g,"25,2",2.6,10.8,1
2000000041148,ZNTH-CE-0036A,ce,znth,Yellow,One-Size,Plastic,490g,"17,6",9.9,11.2,6
2000000041155,CSNV-HNK-0036B,hnk,csnv,Gray,One-Size,Polyester,237g,"24,0",14.7,7.4,3
2000000041162,MOSA-APP-0036C,app,mosa,Silver,One-Size,Steel,447g,"6,7",13.2,6.4,6
2000000041179,CKMT-HNK-0036D,hnk,ckmt,Black,One-Size,Coton,177g,"33,5",9.9,4.0,2
2000000041186,VOLT-CE-0036E,ce,volt,Green,One-Size,Polyester,357g,"32,7",4.5,11.8,3
2000000041193,NTHR-APP-0036F,app,nthr,Purple,XS,Polyester,583g,"22,0",10.1,8.9,1
2000000041209,NTCH-GRC-0036G,grcy,ntch,Purple,One-Size,Leather,62g,"8,2",17.6,7.6,8
2000000041216,FRFL-GRC-0036H,grcy,frfl,Red,One-Size,Coton,278g,"29,1",7.6,10.0,6
2000000041223,GGRN-GRC-0036I,grcy,ggrn,Silver,One-Size,Ruber,333g,"28,5",14.6,8.8,1
2000000041230,FRMJ-GRC-0036J,grcy,frmj,Purple,One-Size,Plastic,313g,"21,2",21.0,7.6,8
2000000041247,FTFX-APP-0036K,app,ftfx,Silver,XXL,Polyester,153g,"13,5",15.6,15.9,2
2000000041254,URTL-APP-0036L,app,urtl,Red,XL,Paper,392g,"20,0",17.2,10.4,11
2000000041261,ECOT-CE-0036M,ce,ecot,Navy,One-Size,Paper,435g,"17,9",14.9,10.5,1
2000000041278,PHTX-CE-0036N,ce,phtx,Navy,One-Size,Alumium,290g,"13,4",13.2,7.2,3
2000000041285,BYTM-CE-0036O,ce,bytm,Yellow,One-Size,Paper,54g,"27,5",14.7,12.5,0
2000000041292,VOLT-CE-0036P,ce,volt,Green,One-Size,Paper,118g,"28,5",19.4,5.8,3
2000000041308,CKMT-HNK-0036Q,hnk,ckmt,Green,One-Size,Wood,123g,"20,7",12.9,7.8,8
2000000041315,HPFN-TOY-0036R,toy,hpfn,Yellow,One-Size,Plastic,242g,"7,0",18.5,10.4,2
2000000041322,ABLF-APP-0036S,app,ablf,Purple,M,Alumium,144g,"17,3",15.5,5.2,7
2000000041339,DMLX-BPC-0036T,bpc,dmlx,Green,One-Size,Steel,406g,"15,8",7.7,10.2,8
2000000041346,BTNQ-BPC-0036U,bpc,btnq,Purple,One-Size,Paper,195g,"28,2",8.2,9.0,12
2000000041353,MOSA-APP-0036V,app,mosa,Yellow,One-Size,Coton,269g,"26,2",13.5,8.9,0
2000000041360,ZNTH-CE-0036W,ce,znth,Green,One-Size,Steel,582g,"17,4",7.8,10.4,0
2000000041377,CSNV-HNK-0036X,hnk,csnv,Black,One-Size,Ruber,388g,"18,1",7.7,11.6,4
2000000041384,PRSD-SPT-0036Y,spt,prsd,White,L,Coton,295g,"12,5",12.2,11.8,0
2000000041391,NTHR-APP-0036Z,app,nthr,Navy,XXL,Plastic,293g,"28,0",2.0,10.7,1
2000000041407,HMNS-HNK-00370,hnk,hmns,Blue,One-Size,Paper,206g,"23,3",20.4,4.7,0
2000000041414,AQPR-HNK-00371,hnk,aqpr,Pink,One-Size,Paper,163g,"25,2",14.4,11.4,0
2000000041421,URTL-APP-00372,app,urtl,White,L,Coton,167g,"24,1",9.1,7.1,0
2000000041438,NTHR-APP-00373,app,nthr,Purple,M,Ruber,370g,"9,2",7.1,6.7,2
2000000041445,MOSA-APP-00374,app,mosa,Green,M,Plastic,161g,"34,1",14.1,2.5,0
2000000041452,ZNTH-CE-00375,ce,znth,White,One-Size,Leather,221g,"22,4",10.8,8.3,0
2000000041469,STCR-HNK-00376,hnk,stcr,Silver,One-Size,Paper,429g,"29,9",14.7,12.0,0
2000000041476,RDMR-BKS-00377,bks,rdmr,,One-Size,Leather,568g,"34,9",2.0,9.6,54
2000000041483,GLOW-BPC-00378,bpc,glow,Black,One-Size,Plastic,72g,"17,1",7.7,10.3,0
2000000041490,PKPR-SPT-00379,spt,pkpr,Yellow,M,Leather,282g,"23,3",8.5,7.6,4
2000000041506,HRBC-BPC-0037A,bpc,hrbc,Silver,One-Size,Wood,275g,"28,6",21.5,8.6,2
2000000041513,DMLX-BPC-0037B,bpc,dmlx,Purple,One-Size,Wood,190g,"26,8",6.4,13.2,3
2000000041520,HPFN-TOY-0037C,toy,hpfn,Pink,One-Size,Leather,88g,"4,7",5.0,4.1,0
2000000041537,ZNTH-CE-0037D,ce,znth,Purple,One-Size,Wood,310g,"16,7",19.7,5.3,0
2000000041544,PGTR-BKS-0037E,bks,pgtr,,One-Size,Leather,93g,"35,6",16.0,9.6,2
2000000041551,AQPR-HNK-0037F,hnk,aqpr,Navy,One-Size,Leather,613g,"16,3",14.0,1.9,0
2000000041568,RDMR-BKS-0037G,bks,rdmr,,One-Size,Coton,96g,"16,2",18.3,8.1,0
2000000041575,HRBC-BPC-0037H,bpc,hrbc,Beige,One-Size,Polyester,70g,"23,6",2.0,5.2,0
2000000041582,VOLT-CE-0037I,ce,volt,White,One-Size,Glass,183g,"23,0",7.0,8.3,1
2000000041599,NTCH-GRC-0037J,grcy,ntch,Pink,One-Size,Alumium,137g,"29,3",15.4,5.4,0
2000000041605,PRLV-HNK-0037K,hnk,prlv,Navy,One-Size,Ruber,164g,"17,6",8.0,8.4,1
2000000041612,FTFX-APP-0037L,app,ftfx,Beige,L,Glass,765g,"11,6",4.0,1.8,1
2000000041629,MOSA-APP-0037M,app,mosa,Navy,XXL,Wood,105g,"23,2",15.4,10.8,7
2000000041636,FRMJ-GRC-0037N,grcy,frmj,Black,One-Size,Paper,351g,"3,9",8.4,9.2,1
2000000041643,WRMH-HNK-0037O,hnk,wrmh,Purple,One-Size,Wood,204g,"18,8",13.5,8.6,2
2000000041650,STCR-HNK-0037P,hnk,stcr,Red,One-Size,Paper,351g,"4,4",7.9,2.2,0
2000000041667,ECOT-CE-0037Q,ce,ecot,Yellow,One-Size,Ruber,101g,"15,3",22.4,7.7,0
2000000041674,CKMT-HNK-0037R,hnk,ckmt,Yellow,One-Size,Coton,446g,"34,9",9.3,10.7,26
2000000041681,GLOW-BPC-0037S,bpc,glow,Green,One-Size,Steel,147g,"32,1",14.6,6.8,0
2000000041698,MOSA-APP-0037T,app,mosa,Silver,One-Size,Wood,317g,"21,0",9.7,4.2,0
2000000041704,CKMT-HNK-0037U,hnk,ckmt,Pink,One-Size,Paper,201g,"14,5",13.6,6.2,3
2000000041711,MOSA-APP-0037V,app,mosa,Green,XL,Ruber,231g,"8,8",10.1,3.5,12
2000000041728,QLHS-BKS-0037W,bks,qlhs,,One-Size,Steel,360g,"21,1",12.9,10.5,1
2000000041735,CSNV-HNK-0037X,hnk,csnv,Gray,One-Size,Ruber,344g,"12,6",2.2,6.9,1
2000000041742,QLHS-BKS-0037Y,bks,qlhs,,One-Size,Coton,336g,"15,0",20.9,7.4,0
2000000041759,FRFL-GRC-0037Z,grcy,frfl,Red,One-Size,Polyester,301g,"15,1",8.2,5.2,2
2000000041766,MOSA-APP-00380,app,mosa,Beige,S,Glass,236g,"7,7",9.4,3.2,0
2000000041773,WRMH-HNK-00381,hnk,wrmh,Silver,One-Size,Wood,548g,"12,0",13.6,8.1,1
2000000041780,HMNS-HNK-00382,hnk,hmns,Yellow,One-Size,Wood,686g,"3,0",11.8,6.1,0
2000000041797,DLHV-GRC-00383,grcy,dlhv,Silver,One-Size,Coton,156g,"26,4",5.7,9.0,1
2000000041803,GGRN-GRC-00384,grcy,ggrn,Pink,One-Size,Polyester,74g,"14,3",13.9,5.6,3
2000000041810,LFSP-BKS-00385,bks,lfsp,,One-Size,Coton,49g,"18,1",18.9,2.0,1
2000000041827,PRLV-HNK-00386,hnk,prlv,Red,One-Size,Leather,412g,"19,9",11.7,7.9,5
2000000041834,FRFL-GRC-00387,grcy,frfl,Purple,One-Size,Polyester,584g,"26,4",22.4,11.0,12
2000000041841,STCR-HNK-00388,hnk,stcr,Black,One-Size,Alumium,686g,"25,9",5.7,12.5,6
2000000041858,PRLV-HNK-00389,hnk,prlv,Black,One-Size,Paper,259g,"28,9",7.3,10.2,1
2000000041865,NOVW-CE-0038A,ce,novw,Yellow,One-Size,Leather,760g,"28,4",17.1,13.9,0
2000000041872,ZNTH-CE-0038B,ce,znth,Beige,One-Size,Plastic,525g,"24,7",13.0,3.8,0
2000000041889,STAC-BKS-0038C,bks,stac,,One-Size,Ruber,266g,"15,0",8.5,2.6,1
2000000041896,SLKE-BPC-0038D,bpc,slke,Yellow,One-Size,Ruber,116g,"34,5",16.5,11.8,0
2000000041902,ECOT-CE-0038E,ce,ecot,White,One-Size,Leather,1194g,"26,2",12.0,11.2,3
2000000041919,MOSA-APP-0038F,app,mosa,White,One-Size,Alumium,583g,"18,7",9.8,5.2,0
2000000041926,SLKE-BPC-0038G,bpc,slke,Navy,One-Size,Wood,460g,"23,1",7.3,9.1,1
2000000041933,AQPR-HNK-0038H,hnk,aqpr,Navy,One-Size,Ruber,777g,"30,6",8.8,11.8,0
2000000041940,BTNQ-BPC-0038I,bpc,btnq,Purple,One-Size,Wood,169g,"23,2",6.2,11.9,1
2000000041957,DMLX-BPC-0038J,bpc,dmlx,Pink,One-Size,Wood,65g,"10,0",12.9,6.9,1
2000000041964,STCR-HNK-0038K,hnk,stcr,White,One-Size,Glass,535g,"24,5",12.0,10.7,46
2000000041971,SKYL-CE-0038L,ce,skyl,Navy,One-Size,Coton,131g,"29,1",8.7,6.3,2
2000000041988,GGRN-GRC-0038M,grcy,ggrn,Gray,One-Size,Paper,161g,"17,3",15.6,4.2,6
2000000041995,FRFL-GRC-0038N,grcy,frfl,Navy,One-Size,Leather,253g,"14,4",9.9,5.2,0
2000000042008,LFSP-BKS-0038O,bks,lfsp,,One-Size,Wood,346g,"9,2",13.3,11.1,20
2000000042015,FTFX-APP-0038P,app,ftfx,White,XS,Leather,176g,"26,3",5.3,11.7,1
2000000042022,STCR-HNK-0038Q,hnk,stcr,Beige,One-Size,Coton,81g,"20,1",5.6,9.2,12
2000000042039,DLHV-GRC-0038R,grcy,dlhv,Green,One-Size,Glass,125g,"26,6",21.4,10.3,6
2000000042046,ZNTH-CE-0038S,ce,znth,White,One-Size,Ruber,244g,"32,5",11.8,9.2,7
2000000042053,FTFX-APP-0038T,app,ftfx,Blue,XL,Coton,123g,"28,5",14.1,6.8,0
2000000042060,PLCB-TOY-0038U,toy,plcb,Black,One-Size,Coton,645g,"10,7",13.8,4.4,1
2000000042077,CBLT-APP-0038V,app,cblt,Gray,M,Ruber,117g,"21,9",11.0,9.3,0
2000000042084,DLHV-GRC-0038W,grcy,dlhv,Black,One-Size,Plastic,188g,"14,4",3.2,9.7,18
2000000042091,ECOT-CE-0038X,ce,ecot,Beige,One-Size,Ruber,515g,"8,2",5.8,5.2,2
2000000042107,CSNV-HNK-0038Y,hnk,csnv,Yellow,One-Size,Wood,184g,"37,9",15.7,2.1,1
2000000042114,WRMH-HNK-0038Z,hnk,wrmh,Green,One-Size,Plastic,514g,"10,0",19.7,6.4,0
2000000042121,RDMR-BKS-00390,bks,rdmr,,One-Size,Glass,391g,"12,9",16.7,8.9,0
2000000042138,ABLF-APP-00391,app,ablf,Yellow,M,Ruber,108g,"11,3",15.0,13.5,0
2000000042145,CBLT-APP-00392,app,cblt,Red,One-Size,Glass,313g,"8,8",13.2,3.8,1
2000000042152,CBLT-APP-00393,app,cblt,Pink,One-Size,Paper,361g,"21,6",17.5,13.4,3
2000000042169,ZNTH-CE-00394,ce,znth,Silver,One-Size,Glass,277g,"9,5",3.0,10.5,0
2000000042176,NTCH-GRC-00395,grcy,ntch,Gray,One-Size,Steel,185g,"23,7",4.1,6.0,5
2000000042183,FRMJ-GRC-00396,grcy,frmj,Red,One-Size,Coton,579g,"10,9",5.1,11.7,2
2000000042190,SWCR-SPT-00397,spt,swcr,Blue,XL,Paper,110g,"26,5",13.3,11.7,7
2000000042206,CKMT-HNK-00398,hnk,ckmt,Black,One-Size,Wood,514g,"16,0",5.4,2.9,0
2000000042213,BLIN-BKS-00399,bks,blin,,One-Size,Steel,59g,"19,8",15.5,7.3,1
2000000042220,HMNS-HNK-0039A,hnk,hmns,Yellow,One-Size,Wood,135g,"27,3",14.2,8.3,9
2000000042237,PRLV-HNK-0039B,hnk,prlv,Green,One-Size,Steel,363g,"19,1",8.6,14.5,2
2000000042244,CSNV-HNK-0039C,hnk,csnv,Black,One-Size,Polyester,168g,"29,1",23.0,12.0,2
2000000042251,PRLV-HNK-0039D,hnk,prlv,Beige,One-Size,Polyester,86g,"20,4",14.6,4.0,3
2000000042268,ECOT-CE-0039E,ce,ecot,Pink,One-Size,Ruber,93g,"36,0",17.4,7.2,0
2000000042275,FRFL-GRC-0039F,grcy,frfl,Black,One-Size,Ruber,257g,"8,7",13.7,10.1,13
2000000042282,QLHS-BKS-0039G,bks,qlhs,,One-Size,Paper,492g,"21,5",13.7,8.2,0
2000000042299,PKPR-SPT-0039H,spt,pkpr,Beige,L,Ruber,166g,"27,1",11.9,10.9,0
2000000042305,WRMH-HNK-0039I,hnk,wrmh,White,One-Size,Steel,300g,"13,7",11.4,5.2,-16
2000000042312,PHTX-CE-0039J,ce,phtx,Black,One-Size,Plastic,76g,"16,3",5.1,9.6,2
2000000042329,LFSP-BKS-0039K,bks,lfsp,,One-Size,Wood,149g,"10,0",2.0,11.1,69
2000000042336,STCR-HNK-0039L,hnk,stcr,Green,One-Size,Polyester,69g,"8,9",9.2,12.2,6
2000000042343,HMNS-HNK-0039M,hnk,hmns,Black,One-Size,Alumium,136g,"23,1",10.3,5.4,41
2000000042350,DLHV-GRC-0039N,grcy,dlhv,Beige,One-Size,Leather,151g,"20,3",15.2,10.6,0
2000000042367,CSNV-HNK-0039O,hnk,csnv,Blue,One-Size,Paper,1051g,"24,7",4.4,12.2,8
2000000042374,WRMH-HNK-0039P,hnk,wrmh,Pink,One-Size,Coton,282g,"18,8",6.7,11.6,1
2000000042381,FRMJ-GRC-0039Q,grcy,frmj,Gray,One-Size,Glass,363g,"14,3",12.1,7.5,7
2000000042398,ZNTH-CE-0039R,ce,znth,Red,One-Size,Steel,283g,"24,1",12.3,7.7,3
2000000042404,GGRN-GRC-0039S,grcy,ggrn,Blue,One-Size,Plastic,579g,"23,4",5.1,7.7,0
2000000042411,CKMT-HNK-0039T,hnk,ckmt,Black,One-Size,Wood,192g,"24,3",16.7,11.3,1
2000000042428,FRMJ-GRC-0039U,grcy,frmj,Blue,One-Size,Plastic,290g,"10,1",6.6,7.3,12
2000000042435,GRBK-GRC-0039V,grcy,grbk,Beige,One-Size,Steel,271g,"19,1",11.1,8.4,4
2000000042442,FRFL-GRC-0039W,grcy,frfl,Gray,One-Size,Alumium,261g,"10,7",6.3,5.4,1
2000000042459,GRBK-GRC-0039X,grcy,grbk,Pink,One-Size,Paper,223g,"17,9",8.8,11.7,15
2000000042466,FRMJ-GRC-0039Y,grcy,frmj,Purple,One-Size,Polyester,329g,"22,0",9.7,5.7,2
2000000042473,WRMH-HNK-0039Z,hnk,wrmh,Green,One-Size,Alumium,435g,"22,5",16.8,7.2,0
2000000042480,STCR-HNK-003A0,hnk,stcr,Navy,One-Size,Steel,238g,"23,6",12.3,4.7,6
2000000042497,CKMT-HNK-003A1,hnk,ckmt,Silver,One-Size,Ruber,416g,"30,3",4.6,8.4,1
2000000042503,STCR-HNK-003A2,hnk,stcr,Gray,One-Size,Polyester,278g,"21,2",18.7,8.4,0
2000000042510,STCR-HNK-003A3,hnk,stcr,Black,One-Size,Ruber,258g,"22,7",10.1,2.5,23
2000000042527,AQPR-HNK-003A4,hnk,aqpr,Green,One-Size,Alumium,149g,"20,3",5.7,9.2,2
2000000042534,GRBK-GRC-003A5,grcy,grbk,Beige,One-Size,Alumium,104g,"9,9",5.7,7.4,2
2000000042541,AQPR-HNK-003A6,hnk,aqpr,Silver,One-Size,Glass,156g,"28,5",7.7,9.1,1
2000000042558,TRBZ-SPT-003A7,spt,trbz,Red,XL,Alumium,150g,"21,2",17.2,7.7,24
2000000042565,ARFT-SPT-003A8,spt,arft,Black,XS,Polyester,155g,"18,7",16.7,6.7,0
2000000042572,BTNQ-BPC-003A9,bpc,btnq,Green,One-Size,Leather,275g,"18,6",6.7,11.9,15
2000000042589,GMFG-TOY-003AA,toy,gmfg,Pink,One-Size,Polyester,275g,"14,7",8.9,7.6,1
2000000042596,COTC-APP-003AB,app,cotc,Red,M,Plastic,499g,"30,4",12.5,10.8,0
2000000042602,GRBK-GRC-003AC,grcy,grbk,Red,One-Size,Wood,500g,"19,2",8.5,7.3,0
2000000042619,CBLT-APP-003AD,app,cblt,Pink,M,Polyester,156g,"12,7",11.1,12.9,5
2000000042626,PHTX-CE-003AE,ce,phtx,Beige,One-Size,Ruber,73g,"29,8",12.2,6.4,1
2000000042633,FRMJ-GRC-003AF,grcy,frmj,Navy,One-Size,Glass,110g,"25,2",17.7,8.4,10
2000000042640,COTC-APP-003AG,app,cotc,Pink,L,Ruber,293g,"14,2",12.1,10.0,0
2000000042657,TNGR-TOY-003AH,toy,tngr,Beige,One-Size,Wood,1186g,"10,6",24.5,1.0,0
2000000042664,ALMS-BPC-003AI,bpc,alms,Pink,One-Size,Ruber,175g,"3,0",12.5,5.6,1
2000000042671,ARFT-SPT-003AJ,spt,arft,Blue,L,Paper,2190g,"11,1",14.1,9.2,11
2000000042688,NTCH-GRC-003AK,grcy,ntch,White,One-Size,Plastic,336g,"22,9",9.5,4.9,0
2000000042695,FTFX-APP-003AL,app,ftfx,Green,S,Coton,679g,"21,0",16.4,4.1,2
2000000042701,BTNQ-BPC-003AM,bpc,btnq,Red,One-Size,Steel,272g,"17,8",7.2,7.1,5
2000000042718,BYTM-CE-003AN,ce,bytm,Pink,One-Size,Alumium,163g,"19,5",6.7,8.4,2
2000000042725,HMNS-HNK-003AO,hnk,hmns,Pink,One-Size,Alumium,493g,"8,4",18.1,5.2,10
2000000042732,ZNTH-CE-003AP,ce,znth,White,One-Size,Ruber,462g,"19,3",4.9,12.4,0
2000000042749,NTCH-GRC-003AQ,grcy,ntch,Gray,One-Size,Paper,1187g,"31,4",14.7,7.4,0
2000000042756,SMLN-SPT-003AR,spt,smln,Pink,XS,Paper,335g,"29,8",18.3,6.8,0
2000000042763,COTC-APP-003AS,app,cotc,Gray,XS,Coton,110g,"26,3",10.2,7.9,1
2000000042770,HMNS-HNK-003AT,hnk,hmns,Silver,One-Size,Steel,88g,"13,3",15.2,10.5,3
2000000042787,FRFL-GRC-003AU,grcy,frfl,Beige,One-Size,Ruber,565g,"34,7",14.6,12.3,0
2000000042794,NTCH-GRC-003AV,grcy,ntch,Green,One-Size,Polyester,405g,"26,5",11.5,10.9,10
2000000042800,AQPR-HNK-003AW,hnk,aqpr,Navy,One-Size,Paper,197g,"32,2",3.1,7.0,10
2000000042817,STCR-HNK-003AX,hnk,stcr,Green,One-Size,Polyester,259g,"36,6",13.2,11.3,5
2000000042824,GRBK-GRC-003AY,grcy,grbk,Silver,One-Size,Glass,424g,"19,1",7.2,1.0,18
2000000042831,PRLV-HNK-003AZ,hnk,prlv,Black,One-Size,Alumium,1187g,"33,2",6.9,6.0,1
2000000042848,SKYL-CE-003B0,ce,skyl,Navy,One-Size,Alumium,170g,"34,4",6.6,8.3,0
2000000042855,SMLN-SPT-003B1,spt,smln,Pink,One-Size,Coton,73g,"11,5",16.6,4.1,0
2000000042862,VOLT-CE-003B2,ce,volt,Pink,One-Size,Steel,103g,"28,3",8.2,8.3,9
2000000042879,PRLV-HNK-003B3,hnk,prlv,Green,One-Size,Paper,784g,"22,7",14.6,8.5,3
2000000042886,ACME-CE-003B4,ce,acme,Black,One-Size,Alumium,520g,"23,4",9.2,8.6,8
2000000042893,PKPR-SPT-003B5,spt,pkpr,Green,S,Coton,82g,"26,4",18.6,13.1,2
2000000042909,FTFX-APP-003B6,app,ftfx,Beige,XL,Wood,201g,"16,5",10.6,1.0,0
2000000042916,ARFT-SPT-003B7,spt,arft,Black,XXL,Coton,425g,"26,8",5.5,4.6,12
